city,description,formal_name,link,location,name,rank,rating_star,recommend_rate,review_link,review_number,state,tuition_and_fees,undergraduate_enrollment,ci,ci_level,city,contributor,crime_index,dg,dg_level,loc,loc_level,pc,pc_level,pcb,pcb_level,pv,pv_level,safety_index,sd,sd_level,sn,sn_level,university,update,wa,wa_level,wbi,wbi_level,wbm,wbm_level,wbsc,wbsc_level,wcs,wcs_level,whb,whb_level,wtc,wtc_level,pcp_in_Apr,pcp_in_Aug,pcp_in_Dec,pcp_in_Feb,pcp_in_Jan,pcp_in_July,pcp_in_June,pcp_in_Mar,pcp_in_May,pcp_in_Nov,pcp_in_Oct,pcp_in_Sep,tmax_in_Apr,tmax_in_Aug,tmax_in_Dec,tmax_in_Feb,tmax_in_Jan,tmax_in_July,tmax_in_June,tmax_in_Mar,tmax_in_May,tmax_in_Nov,tmax_in_Oct,tmax_in_Sep,tmin_in_Apr,tmin_in_Aug,tmin_in_Dec,tmin_in_Feb,tmin_in_Jan,tmin_in_July,tmin_in_June,tmin_in_Mar,tmin_in_May,tmin_in_Nov,tmin_in_Oct,tmin_in_Sep,university,Bike_Main_Means,Bus_Trolleybus_Main_Means,Bus_Trolleybus_Ride_Bus_Trolleybus,CO2_Emission_Index,Car_Main_Means,Distance_Bus_Trolleybus,Distance_Car,Distance_Overall,Driving_Car_Car,Inefficiency_Index,Motorbike_Main_Means,Overall_Bus_Trolleybus,Overall_Car,Overall_Overall,Time_Exp_Index,Time_Index_in_minutes,Traffic_Index,Train_Metro_Main_Means,Train_Metro_Ride_Bus_Trolleybus,Tram_Streetcar_Main_Means,University,Waiting_Bus_Trolleybus,Walking_Bus_Trolleybus,Walking_Main_Means,Working_from_Home_Main_Means
Charleston,"Founded in 1888, University of Charleston is a private institution. The school has 62.9% of its classes with fewer than 20 students, and the student-faculty ratio at University of Charleston is 16:1.",University of Charleston,https://www.usnews.com/best-colleges/university-of-charleston-3818,"Charleston, WV",UNIVERSITY OF CHARLESTON,343,4.7,100%,https://www.usnews.com/best-colleges/university-of-charleston-3818/reviews,3.0,WV,31400.0,2115,75.0,High,"Charleston, WV",15.0,53.94,76.79,High,53.33,Moderate,63.33,High,57.69,Moderate,53.33,Moderate,46.06,73.33,High,36.67,Low,University of Charleston,20-Sep,51.67,Moderate,50.0,Moderate,53.33,Moderate,33.93,Low,48.33,Moderate,50.0,Moderate,53.57,Moderate,2.26,6.1,2.06,4.75,2.62,3.11,3.88,3.61,3.0,1.52,3.9,2.0,66.9,87.0,57.4,41.4,41.6,86.1,83.5,62.8,74.0,55.6,71.9,79.5,42.4,67.0,35.7,26.9,28.1,64.6,61.9,35.7,49.4,32.2,51.9,57.5,University of Charleston,,,,,,,,,,,,,,,,,,,,,University of Charleston,,,,
Colorado Springs,"Founded in 1965, University of Colorado--Colorado Springs is a public institution. University of Colorado--Colorado Springs offers a Greek system, where 3 percent of the student body is involved in a sorority and 2% is involved in a fraternity.",University of Colorado--Colorado Springs,https://www.usnews.com/best-colleges/university-of-colorado-colorado-springs-4509,"Colorado Springs, CO",UNIVERSITY OF COLORADO--COLORADO SPRINGS,344,4.3,75%,https://www.usnews.com/best-colleges/university-of-colorado-colorado-springs-4509/reviews,4.0,CO,25600.0,10119,78.8,High,"Colorado Springs, CO",46.0,40.76,55.23,Moderate,45.0,Moderate,50.0,Moderate,37.21,Low,44.02,Moderate,59.24,84.24,Very High,51.09,Moderate,University of Colorado--Colorado Springs,22-Jan,29.35,Low,31.4,Low,32.07,Low,14.29,Very Low,35.56,Low,40.76,Moderate,44.57,Moderate,0.75,0.2,0.07,0.84,0.57,3.27,2.15,1.4,3.98,0.03,0.26,0.95,61.0,89.2,55.1,38.1,43.6,85.8,83.9,52.0,67.8,60.7,67.7,83.2,31.7,57.5,25.1,14.4,19.2,59.1,54.4,27.0,43.2,30.2,37.5,51.0,University of Colorado--Colorado Springs,2.38%,0.00%,,"6,073.67",90.48%,,22.26,21.19,24.55,191.2,0.00%,,25.08,26.17,27.69,26.17,123.19,0.00%,,0.00%,University of Colorado--Colorado Springs,,,7.14%,0.00%
Lafayette,"Founded in 1898, University of Louisiana at Lafayette is a public institution. University of Louisiana at Lafayette follows a semester-based academic calendar and its admissions are considered selective.",University of Louisiana at Lafayette,https://www.usnews.com/best-colleges/university-of-louisiana-at-lafayette-2031,"Lafayette, LA",UNIVERSITY OF LOUISIANA AT LAFAYETTE,345,5.0,100%,https://www.usnews.com/best-colleges/university-of-louisiana-at-lafayette-2031/reviews,1.0,LA,24110.0,14020,,,,,,,,,,,,,,,,,,,,,University of Louisiana at Lafayette,,,,,,,,,,,,,,,,7.56,4.53,2.76,4.26,2.22,9.34,7.26,3.28,16.47,0.71,3.5,10.43,75.6,91.8,73.1,59.0,61.9,90.4,88.4,73.1,81.8,71.0,82.7,86.0,56.4,73.6,54.3,39.5,42.4,73.8,72.4,53.5,65.5,45.8,62.7,68.2,University of Louisiana at Lafayette,0.00%,0.00%,,"3,546.67",100.00%,,7.89,7.89,13.33,35.06,0.00%,,13.33,13.33,13.33,13.33,82.46,0.00%,,0.00%,University of Louisiana at Lafayette,,,0.00%,0.00%
Monroe,"Founded in 1931, University of Louisiana--Monroe is a public institution. The school has 44.7% of its classes with fewer than 20 students, and the student-faculty ratio at University of Louisiana--Monroe is 19:1.",University of Louisiana--Monroe,https://www.usnews.com/best-colleges/university-of-louisiana-monroe-2020,"Monroe, LA",UNIVERSITY OF LOUISIANA--MONROE,346,3.7,67%,https://www.usnews.com/best-colleges/university-of-louisiana-monroe-2020/reviews,3.0,LA,21651.0,6859,,,,,,,,,,,,,,,,,,,,,University of Louisiana--Monroe,,,,,,,,,,,,,,,,6.17,8.19,2.9,2.57,1.92,6.13,4.08,3.65,5.91,1.55,1.0,1.72,74.9,93.5,71.6,53.7,56.6,92.5,90.6,73.2,81.4,68.1,82.4,88.0,53.1,74.0,50.1,35.2,39.1,73.2,71.7,49.7,62.0,40.5,58.8,65.9,University of Louisiana--Monroe,,,,,,,,,,,,,,,,,,,,,University of Louisiana--Monroe,,,,
Bismarck,"Founded in 1959, University of Mary is a private institution. ",University of Mary,https://www.usnews.com/best-colleges/university-of-mary-2992,"Bismarck, ND",UNIVERSITY OF MARY,347,5.0,100%,https://www.usnews.com/best-colleges/university-of-mary-2992/reviews,1.0,ND,20628.0,2540,64.29,High,"Bismarck, ND",7.0,16.62,28.57,Low,15.0,Very Low,17.86,Very Low,14.29,Very Low,12.5,Very Low,83.38,100.0,Very High,85.71,Very High,University of Mary,21-Feb,3.57,Very Low,17.86,Very Low,3.57,Very Low,10.71,Very Low,10.71,Very Low,14.29,Very Low,25.0,Low,0.66,1.07,1.06,0.13,0.29,1.56,1.62,0.07,1.3,0.26,3.35,1.06,57.6,87.8,27.6,22.2,33.7,93.0,88.8,53.9,69.9,48.0,62.5,80.5,28.7,58.5,7.1,-0.8,18.1,64.6,57.0,23.4,41.3,22.7,39.0,49.6,University of Mary,0.00%,0.00%,,"1,507.33",100.00%,,3.22,3.22,5.67,10.65,0.00%,,5.67,5.67,5.67,5.67,50.13,0.00%,,0.00%,University of Mary,,,0.00%,0.00%
Flint,"Founded in 1956, University of Michigan--Flint is a public institution. The school has 42.8% of its classes with fewer than 20 students, and the student-faculty ratio at University of Michigan--Flint is 14:1.",University of Michigan--Flint,https://www.usnews.com/best-colleges/university-of-michigan-flint-2327,"Flint, MI",UNIVERSITY OF MICHIGAN--FLINT,348,5.0,100%,https://www.usnews.com/best-colleges/university-of-michigan-flint-2327/reviews,1.0,MI,24622.0,5424,69.79,High,"Flint, MI",24.0,76.1,92.5,Very High,83.33,Very High,82.61,Very High,75.0,High,79.35,High,23.9,30.21,Low,15.62,Very Low,University of Michigan--Flint,22-Feb,71.74,High,67.86,High,70.65,High,64.77,High,64.13,High,75.0,High,76.14,High,1.55,5.15,1.81,1.65,1.13,4.3,6.41,1.83,1.77,1.02,5.45,5.62,60.6,84.4,41.7,29.9,33.7,81.2,80.9,54.7,69.3,46.0,65.9,75.0,37.8,62.7,27.2,11.4,22.9,61.8,59.3,31.0,44.7,30.6,51.3,54.1,University of Michigan--Flint,0.00%,0.00%,,"2,660.00",66.67%,,10.46,8.58,12.5,25.86,0.00%,,12.5,16.67,16.67,16.67,77.41,0.00%,,0.00%,University of Michigan--Flint,,,33.33%,0.00%
Phoenix,"Founded in 1976, the university has associate, bachelor?é?s, master?é?s and doctoral degree programs. It?é?s accredited by the Chicago-based Higher Learning Commission, and many of its programs have industry-specific accreditations as well. The school?é?s main campus is in Arizona, and it has satellite campuses across the country, including in Chicago, Las Vegas and Hawaii. Students can take online and in-person courses in a range of disciplines. Bachelor's degree programs at the school include business, English, early childhood education and cybersecurity. While enrolled, students can access tutoring services through the school?é?s Center for Mathematics Excellence and boost their writing skills using resources from the Center for Writing Excellence. Students also may be able to join professional organizations and honor societies, including the National Student Nurses?é?Association, Sigma Beta Delta honor society, and The National Society of Collegiate Scholars.The school has more than 1 million rding to the University of Phoenix Alumni Association. Among them is basketball great Shaquille O'Neal, who earned an MBA from the school in 2005. ",University of Phoenix,https://www.usnews.com/best-colleges/university-of-phoenix-209885,"Phoenix, AZ",UNIVERSITY OF PHOENIX,349,5.0,100%,https://www.usnews.com/best-colleges/university-of-phoenix-209885/reviews,1.0,AZ,9552.0,72485,64.36,High,"Phoenix, AZ",141.0,51.83,64.26,High,61.59,High,61.5,High,42.99,Moderate,53.04,Moderate,48.17,71.79,High,38.04,Low,University of Phoenix,22-Feb,40.4,Moderate,42.11,Moderate,41.07,Moderate,34.02,Low,49.09,Moderate,54.82,Moderate,58.51,Moderate,0.01,1.54,1.54,0,0.69,1.73,0.17,0.37,0.0,0.0,0.32,0.76,90.0,103.2,69.2,73.0,67.9,103.7,108.2,76.6,96.2,83.3,86.8,100.1,63.3,81.9,49.2,48.9,44.7,83.7,82.5,51.7,70.1,57.0,62.7,78.4,University of Phoenix,0.00%,3.06%,55.0,"7,836.67",89.80%,23.77,27.26,26.1,31.15,167.17,0.00%,80.0,31.34,32.62,282.41,32.62,150.88,0.00%,,0.00%,University of Phoenix,10.0,6.67,4.08%,3.06%
Mobile,"The University of South Alabama is located in the city of Mobile, on the upper Gulf Coast. Students at University of South Alabama can get involved in campus activities such as comedy shows, concerts, poetry slams and movie screenings.",University of South Alabama,https://www.usnews.com/best-colleges/university-of-south-alabama-1057,"Mobile, AL",UNIVERSITY OF SOUTH ALABAMA,350,4.0,75%,https://www.usnews.com/best-colleges/university-of-south-alabama-1057/reviews,4.0,AL,20840.0,9050,81.0,Very High,"Mobile, AL",25.0,66.56,81.52,Very High,76.0,High,67.71,High,68.18,High,68.75,High,33.44,56.0,Moderate,27.0,Low,University of South Alabama,22-Feb,59.38,Moderate,56.52,Moderate,60.0,High,44.57,Moderate,58.33,Moderate,65.62,High,75.0,High,12.72,13.17,4.69,3.94,1.41,8.06,14.23,5.72,5.95,0.77,4.47,7.88,74.8,89.9,71.7,61.4,61.1,88.5,87.5,73.8,81.8,69.4,80.3,84.6,53.7,72.8,52.3,40.2,40.6,72.9,71.0,52.2,61.8,43.6,60.6,67.8,University of South Alabama,0.00%,0.00%,,"7,714.00",100.00%,,24.55,24.55,29.0,147.45,0.00%,,29.11,29.11,75.77,29.11,137.79,0.00%,,0.00%,University of South Alabama,,,0.00%,0.00%
Chattanooga,"Founded in 1886, University of Tennessee--Chattanooga is a public institution. University of Tennessee--Chattanooga follows a semester-based academic calendar and its admissions are considered selective.",University of Tennessee--Chattanooga,https://www.usnews.com/best-colleges/university-of-tennessee-chattanooga-3529,"Chattanooga, TN",UNIVERSITY OF TENNESSEE--CHATTANOOGA,351,5.0,100%,https://www.usnews.com/best-colleges/university-of-tennessee-chattanooga-3529/reviews,1.0,TN,25966.0,10341,73.39,High,"Chattanooga, TN",32.0,53.19,57.26,Moderate,58.87,Moderate,62.5,High,54.17,Moderate,56.25,Moderate,46.81,70.31,High,46.09,Moderate,University of Tennessee--Chattanooga,21-Oct,51.56,Moderate,45.97,Moderate,47.66,Moderate,46.77,Moderate,41.41,Moderate,50.78,Moderate,56.25,Moderate,1.62,11.48,4.73,5.17,3.08,4.71,5.2,12.06,2.63,0.78,4.72,6.68,73.7,88.9,63.4,54.8,52.7,89.2,87.5,68.5,80.3,61.3,74.6,82.5,46.8,71.5,42.7,34.2,34.4,70.2,67.9,45.8,56.6,36.9,57.2,63.5,University of Tennessee--Chattanooga,0.00%,0.00%,,"5,993.87",93.33%,,26.54,24.82,24.14,143.6,0.00%,,24.14,23.53,23.53,23.53,117.79,0.00%,,0.00%,University of Tennessee--Chattanooga,,,6.67%,0.00%
San Antonio,"Founded in 1969, University of Texas at San Antonio is a public institution. The school has 14.6% of its classes with fewer than 20 students, and the student-faculty ratio at University of Texas at San Antonio is 26:1.",University of Texas at San Antonio,https://www.usnews.com/best-colleges/university-of-texas-at-san-antonio-10115,"San Antonio, TX",UNIVERSITY OF TEXAS AT SAN ANTONIO,352,4.8,100%,https://www.usnews.com/best-colleges/university-of-texas-at-san-antonio-10115/reviews,4.0,TX,25920.0,29959,68.94,High,"San Antonio, TX",99.0,48.51,56.04,Moderate,57.37,Moderate,58.07,Moderate,42.98,Moderate,51.55,Moderate,51.49,77.3,High,45.62,Moderate,University of Texas at San Antonio,22-Feb,38.68,Low,40.38,Moderate,36.86,Low,26.09,Low,46.39,Moderate,48.97,Moderate,60.57,High,6.05,1.28,0.9,1.38,1.02,4.38,2.44,0.58,6.15,1.27,6.58,2.59,81.3,95.1,74.1,59.3,65.5,90.4,90.3,76.6,84.1,72.4,84.2,94.2,59.9,75.8,54.3,39.5,41.2,74.2,73.7,53.3,66.9,49.8,62.5,69.9,University of Texas at San Antonio,0.00%,1.79%,30.0,"6,678.19",87.50%,20.92,22.51,21.89,26.55,164.63,0.00%,53.0,27.18,30.38,127.54,30.38,136.23,0.00%,,0.00%,University of Texas at San Antonio,20.0,3.0,3.57%,7.14%
Tyler,"Founded in 1971, University of Texas at Tyler is a public institution. University of Texas at Tyler offers a Greek system, where 5 percent of the student body is involved in a sorority and 8% is involved in a fraternity.",University of Texas at Tyler,https://www.usnews.com/best-colleges/university-of-texas-at-tyler-11163,"Tyler, TX",UNIVERSITY OF TEXAS AT TYLER,353,4.8,100%,https://www.usnews.com/best-colleges/university-of-texas-at-tyler-11163/reviews,4.0,TX,25016.0,7237,50.0,Moderate,"Tyler, TX",4.0,31.25,68.75,High,18.75,Very Low,37.5,Low,6.25,Very Low,31.25,Low,68.75,81.25,Very High,50.0,Moderate,University of Texas at Tyler,19-Dec,18.75,Very Low,31.25,Low,25.0,Low,62.5,High,6.25,Very Low,37.5,Low,31.25,Low,4.59,5.03,2.48,2.58,4.42,5.86,3.22,3.48,11.14,2.68,2.44,0.37,73.3,91.1,70.3,51.8,56.3,89.7,87.8,70.6,78.0,67.4,81.6,88.5,50.5,71.8,48.2,31.8,36.8,70.7,69.3,47.0,60.8,41.9,56.8,64.0,University of Texas at Tyler,0.00%,0.00%,,"7,093.33",100.00%,,32.99,32.99,26.67,166.17,0.00%,,26.67,26.67,30.68,26.67,129.32,0.00%,,0.00%,University of Texas at Tyler,,,0.00%,0.00%
El Paso,"Founded in 1914, University of Texas--El Paso is a public institution. University of Texas--El Paso follows a semester-based academic calendar and its admissions are considered less selective.",University of Texas--El Paso,https://www.usnews.com/best-colleges/utep-3661,"El Paso, TX",UNIVERSITY OF TEXAS--EL PASO,354,4.2,60%,https://www.usnews.com/best-colleges/utep-3661/reviews,5.0,TX,24952.0,21117,61.21,High,"El Paso, TX",61.0,32.72,43.4,Moderate,32.89,Low,38.56,Low,31.36,Low,34.32,Low,67.28,86.25,Very High,63.14,High,University of Texas--El Paso,22-Feb,28.45,Low,31.36,Low,25.0,Low,17.45,Very Low,29.24,Low,28.02,Low,38.56,Low,0.24,2.47,0.59,0.4,0.18,4.8,2.37,0.0,0.19,0.34,0.0,0.47,80.0,92.0,65.6,66.0,59,93.3,97.0,71.8,90.6,71.9,82.3,90.5,54.8,70.6,39.9,36.9,31.5,71.0,71.4,45.1,62.8,42.8,54.4,65.7,University of Texas--El Paso,0.00%,0.00%,,"7,182.00",100.00%,,26.85,26.85,27.0,179.25,0.00%,,27.0,27.0,33.58,27.0,130.93,0.00%,,0.00%,University of Texas--El Paso,,,0.00%,0.00%
Edinburg,"Founded in 2013, University of Texas--Rio Grande Valley is a public institution. The school has 17.9% of its classes with fewer than 20 students, and the student-faculty ratio at University of Texas--Rio Grande Valley is 21:1.",University of Texas--Rio Grande Valley,https://www.usnews.com/best-colleges/university-of-texas-rio-grande-valley-666978,"Edinburg, TX",UNIVERSITY OF TEXAS--RIO GRANDE VALLEY,355,5.0,100%,https://www.usnews.com/best-colleges/university-of-texas-rio-grande-valley-666978/reviews,1.0,TX,18733.0,26762,,,,,,,,,,,,,,,,,,,,,University of Texas--Rio Grande Valley,,,,,,,,,,,,,,,,0.88,1.07,1.06,0.37,0.93,9.38,5.21,0.31,7.86,4.0,2.62,2.3,86.6,97.4,80.5,69.8,71.9,92.4,92.8,82.8,88.9,80.0,90.8,95.4,65.9,75.9,61.0,48.9,48.6,75.0,74.6,59.4,69.9,58.0,68.1,72.8,University of Texas--Rio Grande Valley,,,,,,,,,,,,,,,,,,,,,University of Texas--Rio Grande Valley,,,,
Williamsburg,"Founded in 1888, University of the Cumberlands is a private institution. ",University of the Cumberlands,https://www.usnews.com/best-colleges/university-of-the-cumberlands-1962,"Williamsburg, KY",UNIVERSITY OF THE CUMBERLANDS,356,4.5,88%,https://www.usnews.com/best-colleges/university-of-the-cumberlands-1962/reviews,8.0,KY,9875.0,3874,,,,,,,,,,,,,,,,,,,,,University of the Cumberlands,,,,,,,,,,,,,,,,1.76,7.74,4.17,6.08,2.83,6.85,5.74,9.58,3.31,1.6,5.35,5.2,67.6,84.7,58.7,43.7,44.6,84.5,82.4,63.6,73.8,55.3,70.9,77.4,39.7,65.7,36.0,27.3,28.7,64.2,60.6,37.7,49.4,30.6,52.4,56.7,University of the Cumberlands,,,,,,,,,,,,,,,,,,,,,University of the Cumberlands,,,,
Toledo,"Founded in 1872, University of Toledo is a public institution. University of Toledo follows a semester-based academic calendar and its admissions are considered selective.",University of Toledo,https://www.usnews.com/best-colleges/university-of-toledo-3131,"Toledo, OH",UNIVERSITY OF TOLEDO,357,4.3,83%,https://www.usnews.com/best-colleges/university-of-toledo-3131/reviews,6.0,OH,20818.0,14406,77.17,High,"Toledo, OH",23.0,64.38,80.68,Very High,76.09,High,76.09,High,54.55,Moderate,75.0,High,35.62,63.04,High,29.35,Low,University of Toledo,22-Jan,55.43,Moderate,55.95,Moderate,55.43,Moderate,46.59,Moderate,52.27,Moderate,67.39,High,61.96,High,2.81,2.13,3.48,1.95,1.6,4.73,5.39,2.56,3.51,1.35,7.43,6.19,63.9,87.3,47.1,30.7,35.4,84.5,83.8,57.3,72.1,51.0,68.8,79.6,40.8,66.1,31.6,14.5,26.5,66.4,64.5,32.5,48.4,33.9,52.4,57.7,University of Toledo,0.00%,0.00%,,"9,930.67",66.67%,,25.75,17.83,56.0,233.47,0.00%,,61.0,45.67,"3,806.43",45.67,222.3,0.00%,,0.00%,University of Toledo,,,33.33%,0.00%
Carrollton,"Founded in 1906, University of West Georgia is a public institution. University of West Georgia follows a semester-based academic calendar and its admissions are considered selective.",University of West Georgia,https://www.usnews.com/best-colleges/university-of-west-georgia-1601,"Carrollton, GA",UNIVERSITY OF WEST GEORGIA,358,4.0,100%,https://www.usnews.com/best-colleges/university-of-west-georgia-1601/reviews,3.0,GA,21432.0,10331,,,,,,,,,,,,,,,,,,,,,University of West Georgia,,,,,,,,,,,,,,,,3.81,10.02,5.75,4.34,4.59,7.86,6.76,3.97,6.47,1.42,3.47,6.85,74.0,87.5,64.2,56.4,54.5,86.7,84.6,69.8,79.0,63.5,75.2,81.5,45.4,68.8,42.2,33.7,34.2,68.3,64.2,45.0,54.5,35.9,54.3,60.8,University of West Georgia,,,,,,,,,,,,,,,,,,,,,University of West Georgia,,,,
Milwaukee,"At the University of Wisconsin?é?Milwaukee, students can get involved by joining more than 300 clubs on campus, or by visiting the museums, theaters and zoo in the city. Notable UWM alumni include Golda Meir, a founder of the state of Israel, and Jim Rygiel, who won three Oscars for digital effects for th""Lord of the Rings"" movies.",University of Wisconsin--Milwaukee,https://www.usnews.com/best-colleges/uw-milwaukee-3896,"Milwaukee, WI",UNIVERSITY OF WISCONSIN--MILWAUKEE,359,5.0,100%,https://www.usnews.com/best-colleges/uw-milwaukee-3896/reviews,4.0,WI,21119.0,20213,81.65,Very High,"Milwaukee, WI",95.0,66.71,78.02,High,79.52,High,73.94,High,50.0,Moderate,71.77,High,33.29,60.26,High,23.16,Low,University of Wisconsin--Milwaukee,22-Mar,61.32,High,56.82,Moderate,63.42,High,53.02,Moderate,60.64,High,59.47,Moderate,68.88,High,1.41,4.86,2.35,1.19,2.03,1.08,2.26,0.85,2.39,0.42,3.67,1.68,57.4,84.1,42.9,26.8,33.4,81.8,81.9,50.0,67.7,48.1,66.0,77.1,39.9,66.5,28.1,12.0,22.8,64.6,62.2,32.2,48.0,31.3,52.6,58.8,University of Wisconsin--Milwaukee,3.45%,0.00%,,"6,749.79",86.21%,,27.72,25.13,28.16,158.99,0.00%,,28.68,28.54,59.5,28.54,131.02,0.00%,,0.00%,University of Wisconsin--Milwaukee,,,6.90%,3.45%
Valdosta,"Founded in 1906, Valdosta State University is a public institution. Valdosta State University offers a Greek system, where 1 percent of the student body is involved in a sorority and 2% is involved in a fraternity.",Valdosta State University,https://www.usnews.com/best-colleges/valdosta-state-university-1599,"Valdosta, GA",VALDOSTA STATE UNIVERSITY,360,5.0,100%,https://www.usnews.com/best-colleges/valdosta-state-university-1599/reviews,2.0,GA,17638.0,9570,70.0,High,"Valdosta, GA",5.0,58.82,75.0,High,75.0,High,65.0,High,55.0,Moderate,50.0,Moderate,41.18,50.0,Moderate,15.0,Very Low,Valdosta State University,21-Nov,55.0,Moderate,30.0,Low,60.0,High,35.0,Low,30.0,Low,65.0,High,50.0,Moderate,5.77,9.96,3.7,7.45,6.75,8.73,8.4,3.7,0.98,1.34,4.56,5.25,76.4,89.7,71.2,65.3,61.9,89.2,88.4,75.2,84.6,68.6,81.0,86.1,50.5,71.7,48.8,42.5,40.2,70.5,68.3,50.1,58.2,41.5,57.5,65.6,Valdosta State University,0.00%,0.00%,,"5,231.33",100.00%,,11.27,11.27,19.67,71.75,0.00%,,19.67,19.67,19.67,19.67,104.9,0.00%,,0.00%,Valdosta State University,,,0.00%,0.00%
Bowling Green,"Founded in 1906, Western Kentucky University is a public institution. The school has 45.3% of its classes with fewer than 20 students, and the student-faculty ratio at Western Kentucky University is 19:1.",Western Kentucky University,https://www.usnews.com/best-colleges/western-kentucky-university-2002,"Bowling Green, KY",WESTERN KENTUCKY UNIVERSITY,361,5.0,100%,https://www.usnews.com/best-colleges/western-kentucky-university-2002/reviews,2.0,KY,26496.0,15286,70.0,High,"Bowling Green, KY",10.0,48.68,65.0,High,52.5,Moderate,47.5,Moderate,52.5,Moderate,52.5,Moderate,51.32,82.5,Very High,50.0,Moderate,Western Kentucky University,22-Feb,42.5,Moderate,47.5,Moderate,42.5,Moderate,45.0,Moderate,32.5,Low,47.5,Moderate,57.5,Moderate,2.82,4.76,4.63,5.14,4.82,5.03,4.24,8.01,5.19,2.5,4.15,5.94,69.0,89.7,61.3,42.1,46,88.5,86.9,64.5,76.5,57.9,74.9,81.3,43.5,67.9,38.6,26.1,30.1,67.3,64.2,40.8,51.8,31.5,53.1,57.9,Western Kentucky University,0.00%,0.00%,,"4,256.00",100.00%,,10.3,10.3,16.0,61.38,0.00%,,16.0,16.0,16,16.0,93.07,0.00%,,0.00%,Western Kentucky University,,,0.00%,0.00%
Wichita,"Students at Wichita State University (WSU), which is located in Kansas, are called Shockers because students used to earn money by harvesting or ?é?shocking?é?wheat. Today, WSU students spend time playing Division I sports and participating in more than 200 campus organizati",Wichita State University,https://www.usnews.com/best-colleges/wichita-state-university-1950,"Wichita, KS",WICHITA STATE UNIVERSITY,362,4.5,75%,https://www.usnews.com/best-colleges/wichita-state-university-1950/reviews,4.0,KS,18166.0,12406,70.95,High,"Wichita, KS",37.0,50.64,65.28,High,60.42,High,58.11,Moderate,46.53,Moderate,55.41,Moderate,49.36,70.27,High,39.86,Low,Wichita State University,21-Sep,37.16,Low,41.67,Moderate,39.86,Low,31.94,Low,39.86,Low,46.62,Moderate,56.43,Moderate,0.81,1.72,0.01,0.31,2.86,1.15,6.36,4.88,3.98,0.46,4.99,3.04,67.5,93.8,58.6,36.3,45.6,90.1,88.4,62.9,72.6,61.1,74.2,88.7,43.4,70.3,30.3,16.6,26.2,69.5,67.5,39.9,54.9,36.5,49.9,63.2,Wichita State University,5.00%,0.00%,,"4,561.90",90.00%,,18.36,17.76,18.78,92.09,0.00%,,19.39,22.0,22,22.0,103.83,0.00%,,0.00%,Wichita State University,,,5.00%,0.00%
Hattiesburg,"Founded in 1892, William Carey University is a private institution. William Carey University follows a trimester-based academic calendar and its admissions are considered more selective.",William Carey University,https://www.usnews.com/best-colleges/william-carey-university-2447,"Hattiesburg, MS",WILLIAM CAREY UNIVERSITY,363,4.8,100%,https://www.usnews.com/best-colleges/william-carey-university-2447/reviews,6.0,MS,14100.0,3264,62.5,High,"Hattiesburg, MS",4.0,57.35,75.0,High,62.5,High,56.25,Moderate,62.5,High,62.5,High,42.65,62.5,High,31.25,Low,William Carey University,20-Jul,43.75,Moderate,37.5,Low,56.25,Moderate,50.0,Moderate,37.5,Low,68.75,High,68.75,High,10.77,9.25,2.76,6.84,4.3,10.49,13.47,6.43,5.27,1.0,5.73,8.68,76.2,90.8,71.7,60.2,60.6,89.8,88.4,73.8,83.0,68.6,79.8,84.7,51.3,71.6,50.4,38.6,39.3,72.0,69.8,50.2,62.4,41.2,59.7,66.3,William Carey University,,,,,,,,,,,,,,,,,,,,,William Carey University,,,,
